"tipo_lista";"nome_lista";"numero";"nome_incantesimo";"tipologia";"descrizione";"note_lista"
"Liste di incantesimi dei Maghi";"PIROMANZIA";"3";"COMBUSTIONE";"F";"Rende incandescente e appicca il fuoco a un qualsiasi materiale combustibile a scelta del personaggio, entro 30 cm dal palmo della sua mano Vessun essere vivente può essere affetto da questo incantesimo.";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"4";"MURO FIAMMA";"E";"Crea un muro di spesse fiamme (dimensioni massime: 3x3x0,2 m), di cui una estremità deve poggiare su una superficie solida. Chiunque attraversa il muro subisce un colpo critico da calore di tipo ""A"" (senza possibilità di TR).";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"5";"GRANDE RISCALDAMENTO";"F";"Come Riscaldamento, ma il materiale può essere riscaldato fino a 240°C, al ritmo di 40°C per ogni round di concentrazione.";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"6";"PIRODARDO";"E";"Un dardo di fuoco saetta dalla mano del personaggio. I risultati si determinano in base alla Tabella d'attacco ""Dardo"".";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"7";"PIROCUBO";"E";"Crea un cubo di fiamme (dimensioni massime 3x3x3m). Per crearlo e renderlo efficace occorre un intero round di concentrazione. La base deve poggiaresuunasuperticiesolida. Chiunqueattraversa il cubo subisce un Colpo Critico da calore di tipo ""A"" (senza possibilità d i TR).";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"8";"PIROSFERA";"E";"Una sfera di fuoco di 30 cm di diametro, saetta dalla mano del personaggio, ed esplode nel punto da lui prescelto, colpendo una zona di 3 metri di raggio. I risultati si determinano in base alla Tabella d'attacco ""Sfera"".";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"9";"PIROAURA";"E";"Il personaggio può toccare un oggetto (che occupa uno spazio massimo di 1,5 metri di raggio) e creare intorno ad esso un'aura di fiamme. Queste non danneggiano né il personaggio che ha lanciato l'incanresimo, ne colui che impugna l'oggetto. Chiunque altro lo tocchi, però, subisce un Colpo Critico da calore di tipc ""B"". Se viene lanciato su un'arma, e l'arma infligge in combattimento un Colpo Critico, la vittima subisce un colpo critico da calore di tipo ""B"" supplementare.";""
"Liste di incantesimi dei Maghi";"PIROMANZIA";"10";"CERCHIOFIAMMA";"E";"come Muro Fiamma, ma il ""muro"" può essere alto fino a 3 metri e forma un cerchio (fino a 3 metri di raggio e spesso 15 cm) con il Mago al centro (il muro non è semovente).";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"1";"BALZO";"A*";"Consente al personaggio di saltare, fino a 15 m orizzontalmente o fino a 6 m in verticale (o una combinazione equivalente di movimento orizzontale e verticale).";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"2";"ATTERAGGIO";"A*";"Consente al bersaglio di prender terra senza danni quando cade da un'altezza di 6 m per livello di chi lancia l'incantesimo. Alternativamente riduce, ai fini del calcolo dei danni, le cadute da altezze superiori (es: un mago di 2° livello riduce gli effetti di una cadutada 16 maquellidiunada 4 m).";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"3";"ALLONTANAMENTO";"A";"Il mago puòteletrasportare il soggetto in qualsiasi punto, fino a 33m di distanza. Tra il punto di partenza e quello d'arrivo non ci devono però essere ostacoli. Ai fini di questo incantesimo, si considerano ""ostacoli"" tutte le cose che non possono essere fisicamente attraversate: una porta chiusa, una ringhiera, un muro ma non ad esempio, una buca, un crepaccio, un fiume ecc..";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"4";"LEVITAZIONE";"A";"Consente al soggetto di spostarsi verticalmente di 3 metri per round. Il movimento in orizzontale è possibile solo con i normali mezzi.";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"5";"VOLO";"A";"Come Levitazione, ma il bersaglio può volare (in orizzontale e in verticale) alla velocità massima di 24m/round (cioè circa 8 Km/h).";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"6";"PORTALE";"A";"Apre in una qualsiasi superficie solida, un portale (dimensioni massime: 1x2x1 m), attraverso il juale chiunque può passare. La superficie su cui si apre I portale, appare alla vista come inalterata, denunciando ad uno sguardo attento solo un leggero fremito. Per notare il ""fremito"" è necessario un Tiro Percezione";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"7";"VOLO";"A";"Idem, ma la velocità massima è 50m/r.";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"8";"LUNGA VIA";"A";"Come Allontanamento, ma il soggetto rasportato può passare attraverso gli ostacoli, a patto di conoscerne l'ettettiva posizione e distanza.";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"9";"ALLONTANAMENTO";"A";"Come sopra, ma il soggetto può essere spostato fino alla distanza massima di 100 m.";""
"Liste di incantesimi dei Maghi";"PONTE ARCANO";"10";"TELETRASPORTO";"A";"ComeLunga Vi ama la distan - za massima di spostamento è 16 Km/LVL. Si tratta di un incantesimomoltorischioso, intatti il soggettopotrebbe non giungere nel punto stabilito. Al momento del lancio di questo incantesimo devono applicarsi i seguenti modificatori: a) se chi lancia l'incantesimo non ha mai visto il luogo prescelto, ma ne ha avuta solo una descrizione approssimata -50% b) se chi lancia l'incantesimo ha visitato il luogo per almeno 1 ora -25% c) se c'è stato per 24h -10% d) se c'è stato per 1 settimana -1% e) se vi ha vissuto per 1 anno -0,1% In caso di errore: determinate casualmente la direzione e quindi la distanza dal punto d'arrivo previsto (Con un tiro ""aperto"": 1 punto =3 metri)";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"1";"PREGHIERA";"A";"Il soggetto beneficiadi un bonus di +10 ai Tiri Resistenza (TR) ed ai Tiri Manovra.";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"2";"BENEDIZIONE";"A";"Il soggetto beneficiadi un bonus & di +10 al Bonus Difensivo (BD) ed ai Tiri Manovra.";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"3";"RESISTENZA";"A";"Il soggetto beneficiadi un bonus di +5 aiTRed al BD.";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"4";"RESISTENZA AGLI ELEMENTI";"A";"Protegge il personaggio dal caldo e dal freddo, fino a +100°C eda -30°C. Offre un bonus di +20 ai TR contro incantesimi basati sul freddo o sul caldo, e di +20 al BD contro incantesimi elementali di caldo o di freddo.";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"5";"FALSA PIANTA";"E";"Consente al personaggio di assumere l'aspetto di una pianta, di dimensioninon più del 10% diverse dalle sue. Euna semplice illusione ottica: il personaggio resta riconoscibile al tatto, e non assume il particolareprofumodellapianta.";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"6";"RESPIRAZIONE SUBACQUEA";"A";"Il personaggio acquisisce la capacità di respirare anche sott'acqua.";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"7";"FALSO ANIMALE";"E";"Come Falsa Pianta, ma il personaggio può assumere l'aspetto di un animale.";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"8";"OMBRA";"F";"Il personaggio assume l'aspetto di un'ombra. E pressoché invisibile nelle zone non illuminate.";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"9";"DEVIAZIONE ORGANICA";"F*";"Devia un proiettile scagliato contro il personaggio (sottraete 100 al tiro per colpire del proiettile). Il proiettile deve essere almeno parzialmente composto di materia organica (legno, cuoio ecc. manon, peresempio, roccia).";""
"Liste aperte di incantesimi del Flusso";"PROTEZIONI";"10";"REPULSIONE ORGANICA";"F*";"come Deviazione Organica, ma i 100 punti vengono sottratti al tiro per colpire di un attacco in mischia.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"1";"PURIFICA CIBO/ACQUA";"P";"Elimina ogni veleno e malattia dal cibo e dall'acqua che si trovano entro il raggio di efficacia. Veleni e malattie particolari o di natura magica, se abbastanza potenti, possono ricorrere ad un TR.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"2";"INDIVIDUA MALATTIA";"P";"Individua ogni malattia o fonte di contagio. In ogni round, l'animista può esaminare una diversa zona (1mR) entro il raggio d'azione.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"3";"CURA MALATTIA";"P";"Arresta la diffusione di una malattia (comprese le infezioni) già nel corpo del soggetto che in tal modo non subisce ulteriori danni da essa derivanti.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"4";"INDIVIDUA VELENO";"P";"Come Individua Malattia, ma individua soltanto i veleni.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"5";"CURA VELENO";"P";"Neutralizza un veleno nel corpo di un soggetto. Non vengono curati i danni che il veleno ha già provocato.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"6";"RESISTENZA MALATTIE";"A";"Il soggetto può effettuare un TR in più (cioè, tira due volte i dadi ed utilizza il risultato più favorevole) contro la malattia.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"7";"RESISTENZA VELENO";"A";"Come Resistenza Malattie, ma il soggetto può effettuare un TR in più contro i veleni, invece che contro le malattie.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"8";"NEUTRALIZZA MALATTIA";"P";"Vengono neutralizzate (cioè, sterilizzate e distrutte) tutte le malattie nel raggio di 3 metri.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"9";"NEUTRALIZZA VELENO";"P";"Vengono resi inefficaci tutti i veleni nel raggio di 3 metri.";""
"Liste di incantesimi degli Animisti";"PURIFICAZIONI";"10";"CURA PAZZIA";"P";"Cura una malattia mentale del soggetto (nevrosi, paranoie, fobie, psicosi, ecc.). La guarigione completa ha luogo in 1D50 giorni.";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"1";"CURA NASO";"A";"Cura ogni ferita al naso, tranne l'amputazione totale.";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"2";"NEUROCURA";"A";"Cura ogni danno minore ainervi di una particolare zona (tempo di guarigione: 1D10 ore).";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"3";"CURA ORECCHIO MINORE";"A";"Cura i danni esterni ad un orecchio, compresal'amputazione totale (tempo di rigenerazione: 1D10 ore). CURA OCCHIO MINORE (A): Cura ogni danno minore ad un occhio (es.: danni alla cornea, distacco della retina, o rimozione di corpi estranei).";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"4";"CURA OCCHIO MINORE";"A";"Cura ogni danno minore ad un occhio (es.: danni alla cornea, distacco della retina, o rimozione di corpi estranei).";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"5";"NEUROGUARIGIONE";"A";"Come Neurocura ma curale ferite gravi in una zona particolare. Tempo di guarigione: 1D10 ore.";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"6";"CURA ORECCHIO";"A";"Come Cura Orecchio Minore, ma cura anche i danni interni (es.: perforazione del timpano).";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"7";"REUNIONE";"A*";"Usato insieme agli incantesimi Reunione guarigione (Fisiorigenerazione e Emorigenerazione), consente di riattaccare un arto amputato. Il tempo di guarigione è di 1D10 giorni.";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"8";"CURA OCCHIO";"A";"Come Cura Occhio Minore, ma cura qualsiasi danno ad un occhio, tranne la perdita completa.";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"9";"NEURORIGENERAZIONE";"A";"Come Neurocura, mala guarigione è istantanea.";""
"Liste di incantesimi degli Animisti";"RIGENERAZIONE ORGANICA";"10";"RIGENERAORGANO";"A";"Curaidanni di uno rg ano, che non sia completamente distrutto. Il tempo di guarigione è di 1D10 ore. L'incantesimo non ha efficacia sul cervello.";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"1";"STUDIO";"A";"Il bardo,ricorrendo a questo incantesimo, può concentrarsi e conservare il ricordo di qualsiasi cosalegga o apprenda, come se fosse dotato di una & infallibile memoria fotografica. L'incantesimo, pero, non ha alcuna efficacia sulle capacità di comprensione del personaggio.";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"2";"I M PA R A LINGUAGGIO II";"A";"Il bardo, con questo incantesimo, può concentrarsi e raddoppiare il suo ritmo di apprendimento dei linguaggi. In pratica, raddoppial'efficaciadi ogni sviluppo nel campo delle lingue (cioè, un Punto Sviluppo aumentadi 2 gradi la conoscenzadi unalingua, 3 punti la aumentano di 4";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"3";"SINTESI TESTUALE ()";"I";"Il bardo comprende in che lingua è scritto un testo. Può anche identificarne l'autore, se ha già visto un suo scritto; se si trattadi un autore famoso o dallo stile particolare.";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"4";"SAPIENZA MENTALE I";"P";"Il bardo può leggere nella mente del soggetto e ricevere parte della sua conoscenza (conscia o inconscia) su di uno specifico particolare. Il bardo, per ogni singolo frammento di informazione, ha il 10% di probabilità di apprendimento. La vittima dell'incantesimo non si accorge di nulla.";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"5";"STUDIO II";"U";"Come Studio I, ma il bardo può anche leggere a velocità doppia.";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"6";"INTERPRETAZIONÉ";"P";"Consente al bardo di comprendere ciò che dice un qualunque interlocutore, indipendentemente dallalingua che usa. Il bardo può scegliere di ascoltare una personadiversa ad ogni round";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"7";"IMPARA LINGUAGGIO III";"U";"Come Impara Linguaggio Ii, ma il ritmo d'apprendimento è triplicato.";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"8";"SAPIENZA MENTALE";"P";"Come Sapienza Mentale I, male probabilità sono del 30% per ogni frammento d ' informazione.";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"9";"STUDIO III";"U";"Come Studio I, ma il bardo può leggere a velocità tripla.";""
"Liste di incantesimi dei Bardi";"SAPIENZA";"10";"ANALISI TESTUALE";"I";"Come Sintesi Testuale, ma il bardo è anche in grado di dire se il testo è stato tradotto e in tal caso, in quale lingua era scritto in origine. Gli idiomi e le espressioni dialettali, infine, gli consentono di stabilire approssimativamente ladata in cui fu redatto l'originale, ed in quale regione.";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"1";"RESISTENZA AL CALORE";"A";"Il bersaglio è totalmente protetto da tutte le forme di calore naturale, fino a 100° (Ad es. acqua bollente). Aggiunge +10 ai TR contro incantesimi di calore, ed una penalità di -10 agli incantesimi elementali di calore ed agli attacchi con incantesimi di fuoco.";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"2";"RESISTENZA AL FREDDO";"A";"Come il precedente, ma protegge dal freddo naturale, fino a -35°C ed infligge una penalità di -10 agli incantesimi basati sul freddo.";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"3";"IPERUDITO";"A";"Raddoppia l'efficacia dell'udito del soggetto.";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"4";"EQUILIBRIO";"A*";"Aggiunge +50 ai tiri per una manovra lenta (es: camminare su un'asse larga 8 cm).";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"5";"INFRAVISIONE";"A";"Il bersaglio può vedere fino a 33 m nelle tenebre (es: di notte o in una stanza buia), come fosse giorno. Le tenebre evocate magicamente riducono l'efficacia dell'incantesimo.";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"6";"PANVISIONE";"A";"Il campo visivo del bersaglio si amplia fino a 300°. Può vedere tutto intorno, tranne nei 60° alle sue spalle.";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"7";"POTENZA VOCALE";"A";"Triplica l'intensità sonora della voce del soggetto. Ciò non ha alcun effetto sul lancio degli incantesimi.";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"8";"IDROVISIONE";"U";"Come Infravisione eccetto che il bersaglio può vedere nell'acqua, anche se torbida, fino a 33 metri di distanza.";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"9";"IDROPNEUMIA";"U";"Il soggetto può respirare sott'acqua ma perde la capacità di respirare aria (se resta esposto all'aria, sviene ma non muore soffocato).";""
"Liste aperte di incantesimi dell'Essenza";"SVILUPPO FISICO";"10";"AEROPNEUMIA";"U";"Come Idropneumia, eccetto che il soggetto può respirare qualsiasi gas come se fosse aria pura.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"1";"DIREZIONE";"I";"Se il Ranger si trovalungo un cammino, hala visione della più vicinadestinazione, in entrambe le direzioni. A tale proposito, si intende per ""destinazione"" qualunque struttura costruitadall'uomo (un ponte, una casa, un castello, una città, una porta, un cancello, ecc.) oun ostacolo fisico (la fine del cammino, un guado, un incrocio, un crepaccio, ecc.).";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"2";"INDIVIDUAZIONE TRAPPOLE";"P";"Un Ranger che si trovi all'aria aperta ha il 75% di probabilità di individuare ogni trappola nel raggio di 2 metri. Ad ogni round, può esaminare unadiversa zonadi 2 metri di raggio. RINTRACCIA (I): Il Ranger ottiene un bonus di +50 all'abilità di Seguire Tracce.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"3";"RINTRACCIA";"I";"Il Ranger ottiene un bonus di +50 all'abilità di Seguire Tracce.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"4";"VOCE CAMMINO";"I";"Il Ranger acquisisce un'immagine visivadi chiunque abbia utilizzato un particolare cammino, nell'ultimo periodo di 1h/LVL.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"5";"ORIENTAMENTO";"I";"Il Ranger ottiene l'immagine della mappa, sotto formadi diagramma mentale, della posizione e dello stato di ogni cammino, nel raggio di 1,5 Km. L'incantesimo può essere lanciato solo all'aperto.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"6";"CONOSCENZA DELLE TRACCE";"I";"Il Ranger ottiene un'immagine visivadell'essere che halasciato particolari tracce, ed un bonus di +25 all'abilità di seguirle.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"7";"CAPTA IMBOSCATA";"P";"Consente al Ranger di individuare qualsiasi essere ostile nel raggio di 15 metri. Indicaladirezione della minaccia, ma non ladistanza.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"8";"PSICOGNOSIA";"I";"Il Ranger ottiene un'immagine auditiva e visivadi tutti gli esseri che sono passati entro 15 metri dall'oggetto che sta toccando, per un periodo di 1h/LVL.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"9";"ORIENTAMENTO";"I";"Come sopra, mala zonadi efficacia ha un raggio di 8 Km.";""
"Liste di incantesimi dei Ranger";"TOPOMANZIA";"10";"ZOOLINGUA";"A";"Il Ranger acquisisce la conoscenzadi un linguaggio animale (ma un esemplare della specie presceltadeve essere entro 33 metri dalui) per tuttaladuratadell' incantesimo. NOTA: In riferimento agli incantesimi di questalista, per ""cammino ""si intende una strada, una via, un sentiero o qualsisi altra traccialasciatadal passaggio di uomini o animali. Può essere anche un corridoio, un passaggio sotterraneo, un tunnel, salvo quando non siadiversamente specificato dalladescrizione dell'incantesimo.";""
